City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
345,Lodwar,3.1191,35.5973,83.21,41,100,5.23,KE,overcast clouds
346,Magrath,49.4167,-112.8686,9.12,95,99,6.67,CA,overcast clouds
347,Almaznyy,48.0448,40.045,32.14,97,100,11.99,RU,light snow
348,Chippewa Falls,44.9369,-91.3929,-0.22,58,0,0.0,US,clear sky
349,Mahon,39.8885,4.2658,48.76,100,20,2.3,ES,fog
350,Mogocha,53.7333,119.7667,-4.68,73,96,3.78,RU,overcast clouds
351,Aguimes,27.9054,-15.4461,68.67,49,0,5.75,ES,clear sky
352,Victoria,22.2855,114.1577,60.24,77,77,5.01,HK,broken clouds
353,Port Hedland,-20.3167,118.5667,87.85,55,76,17.27,AU,broken clouds
354,Japura,-0.3167,102.35,79.02,87,92,2.08,ID,overcast clouds
355,Ozieri,40.586,9.0012,49.62,79,100,5.32,IT,overcast clouds
356,Tabuk,17.4189,121.4443,76.12,80,60,4.72,PH,broken clouds
357,Balkanabat,39.5108,54.3671,49.64,31,2,6.06,TM,clear sky
358,San Jose,37.3394,-121.895,59.68,41,75,8.05,US,broken clouds
359,Halifax,44.6453,-63.5724,40.89,97,100,1.99,CA,overcast clouds
360,Doha,25.2867,51.5333,60.78,82,0,0.0,QA,clear sky
361,Stabat,3.761,98.4513,79.0,84,52,2.48,ID,broken clouds
362,Dapaong,10.8639,0.205,70.29,12,0,7.07,TG,clear sky
363,Aripuana,-9.1667,-60.6333,72.61,99,96,0.76,BR,overcast clouds
364,Ridgecrest,35.6225,-117.6709,49.3,25,33,1.99,US,scattered clouds
365,Pangkalanbuun,-2.6833,111.6167,83.07,73,96,2.91,ID,overcast clouds
366,La Spezia,44.1105,9.8434,54.57,88,100,7.47,IT,overcast clouds
367,Villa Union,23.2,-106.2333,69.91,60,20,6.91,MX,few clouds
368,Kavaratti,10.5669,72.642,79.23,64,2,8.03,IN,clear sky
369,Necochea,-38.5473,-58.7368,66.04,92,100,5.57,AR,overcast clouds
370,Touba,8.2833,-7.6833,69.06,14,0,2.13,CI,clear sky
371,Los Llanos De Aridane,28.6585,-17.9182,61.12,64,0,8.99,ES,clear sky
372,Lerwick,60.1545,-1.1494,35.6,57,100,30.13,GB,overcast clouds
373,Iqaluit,63.7506,-68.5145,-18.8,93,100,2.66,CA,overcast clouds
374,Mount Gambier,-37.8333,140.7667,71.17,43,10,9.86,AU,clear sky
375,Ostrovnoy,68.0531,39.5131,14.11,94,100,3.91,RU,overcast clouds
376,Richards Bay,-28.783,32.0377,76.14,94,92,6.26,ZA,moderate rain
377,Stromness,58.965,-3.296,35.56,52,95,33.2,GB,overcast clouds
378,Abha,18.2164,42.5053,50.25,93,29,3.44,SA,scattered clouds
379,Revda,56.801,59.9303,25.61,98,100,3.62,RU,light snow
380,Ustye,59.6304,39.736,-3.89,100,100,2.51,RU,overcast clouds
381,Tessalit,20.1986,1.0114,56.61,17,0,11.68,ML,clear sky
382,Traverse City,44.7631,-85.6206,11.34,62,20,8.05,US,few clouds
383,Uvat,59.1433,68.8953,24.4,94,100,10.04,RU,overcast clouds
384,Trincomalee,8.5711,81.2335,74.86,74,5,3.98,LK,clear sky
385,Kieta,-6.2167,155.6333,77.86,89,100,6.53,PG,light rain
386,Kelheim,48.9167,11.8667,42.85,93,96,6.67,DE,overcast clouds
387,Monywa,22.1167,95.1333,63.93,57,0,11.77,MM,clear sky
388,Egvekinot,66.3167,-179.1667,-6.97,75,1,18.88,RU,clear sky
389,Beringovskiy,63.05,179.3167,0.86,77,100,18.43,RU,overcast clouds
390,General Pico,-35.6566,-63.7568,73.81,61,53,7.99,AR,moderate rain
391,Port Shepstone,-30.7414,30.455,75.63,84,100,15.32,ZA,light rain
392,Auki,-8.7676,160.7034,76.3,95,100,9.08,SB,overcast clouds
393,Kuri,37.5986,127.1394,29.88,35,5,11.68,KR,clear sky
394,Iskenderun,36.5872,36.1735,45.43,82,100,10.04,TR,overcast clouds
395,Kaseda,31.4167,130.3167,46.85,54,57,16.71,JP,broken clouds
396,Yongan,39.6957,113.6871,11.68,46,0,7.36,CN,clear sky
397,Chifeng,42.2683,118.9636,9.64,43,1,14.67,CN,clear sky
398,Guanica,17.9716,-66.908,76.21,88,74,1.01,PR,broken clouds
399,Moron,-34.6534,-58.6198,73.15,86,0,4.61,AR,clear sky
400,Udachnyy,66.4167,112.4,-22.52,99,99,2.51,RU,overcast clouds
401,Huarmey,-10.0681,-78.1522,71.67,81,22,7.76,PE,few clouds
402,Broome,42.2506,-75.833,35.37,85,100,4.0,US,snow
403,Cajazeiras,-6.8903,-38.5553,76.41,59,70,4.12,BR,broken clouds
404,Champerico,14.3,-91.9167,81.36,67,22,6.51,GT,few clouds
405,Lixourion,38.2019,20.4314,46.53,45,4,4.65,GR,clear sky
406,Port Macquarie,-31.4333,152.9167,71.89,71,37,18.16,AU,scattered clouds
407,Angoche,-16.2325,39.9086,74.68,90,100,5.59,MZ,overcast clouds
408,Okhotsk,59.3833,143.3,7.93,74,88,15.43,RU,overcast clouds
409,Henties Bay,-22.116,14.2845,65.86,88,5,7.18,NA,clear sky
410,Linxia,35.6003,103.2064,18.3,76,70,1.66,CN,broken clouds
411,Bathsheba,13.2167,-59.5167,77.61,69,20,12.66,BB,few clouds
412,San Benito,36.6166,-121.0844,47.75,53,67,3.51,US,broken clouds
413,Del Rio,29.3627,-100.8968,35.71,54,20,14.97,US,few clouds
414,Mastic Beach,40.7668,-72.8521,49.24,97,100,1.99,US,overcast clouds
415,Dongsheng,39.8161,109.9776,9.81,54,0,11.23,CN,clear sky
416,Xinzhi,36.4989,111.7047,31.19,34,0,9.51,CN,clear sky
417,Iralaya,15.0,-83.2333,76.5,86,1,8.88,HN,clear sky
418,Elko,41.0002,-115.5012,28.42,71,11,3.89,US,few clouds
419,Uyemskiy,64.4743,40.8524,5.05,92,100,0.0,RU,light snow
420,Lompoc,34.6391,-120.4579,57.56,76,0,4.61,US,clear sky
421,Mulege,26.8833,-111.9833,55.53,52,0,14.07,MX,clear sky
422,Taoudenni,22.6783,-3.9836,62.31,20,39,10.25,ML,scattered clouds
423,Santa Rosa,14.3122,121.1114,86.11,69,85,12.37,PH,overcast clouds
424,Ust-Nera,64.5667,143.2,-10.21,99,99,5.23,RU,overcast clouds
425,Boyolangu,-8.1181,111.8935,79.32,81,100,1.07,ID,overcast clouds
426,Nantucket,41.2835,-70.0995,50.04,94,100,13.8,US,mist
427,Marystown,47.1666,-55.1483,38.86,100,100,5.99,CA,overcast clouds
428,Ouango,4.3133,22.5552,74.21,36,100,1.43,CF,overcast clouds
429,Tilichiki,60.4667,166.1,3.99,76,100,10.49,RU,overcast clouds
430,Ondangwa,-17.9167,15.95,76.91,38,92,8.93,NA,overcast clouds
431,Addis Abeba,9.025,38.7469,52.21,49,100,2.19,ET,overcast clouds
432,Ust-Kuyga,70.0167,135.6,-34.28,100,100,4.25,RU,overcast clouds
433,Boende,-0.2167,20.8667,67.05,95,95,2.73,CD,overcast clouds
434,Quang Ngai,15.1167,108.8,70.77,84,90,8.03,VN,overcast clouds
435,Maues,-3.3836,-57.7186,75.27,87,49,1.1,BR,scattered clouds
436,Deputatskiy,69.3,139.9,-24.29,97,49,2.04,RU,scattered clouds
437,Steamboat Springs,40.485,-106.8317,8.19,63,0,4.61,US,clear sky
438,Brae,60.3964,-1.353,35.51,51,100,30.0,GB,overcast clouds
439,Gigmoto,13.7796,124.39,78.64,88,100,12.57,PH,overcast clouds
440,Miles City,46.4083,-105.8406,22.17,68,100,9.22,US,overcast clouds
441,Homer,59.6425,-151.5483,33.67,86,100,8.05,US,mist
442,Baijiantan,45.6333,85.1833,0.05,91,71,3.13,CN,broken clouds
443,Puerto Del Rosario,28.5004,-13.8627,67.68,59,97,1.14,ES,overcast clouds
444,Lac-Megantic,45.5834,-70.8823,28.42,96,100,2.55,CA,light snow
445,Nianzishan,47.5167,122.8833,4.48,57,5,11.92,CN,clear sky
446,Jiangyou,31.7667,104.7167,44.22,69,20,1.25,CN,few clouds
447,Pakxe,15.1167,105.7833,78.26,62,15,3.18,LA,few clouds
448,Oytal,42.9057,73.2697,29.39,58,1,5.21,KZ,clear sky
449,Camacha,33.0833,-16.3333,62.53,94,20,8.05,PT,few clouds
450,Kerman,30.2832,57.0788,47.23,16,0,1.5,IR,clear sky
451,Tsogni,-2.7942,10.0988,73.02,90,100,1.92,GA,overcast clouds
452,Meulaboh,4.1363,96.1285,78.48,80,82,3.4,ID,broken clouds
453,Zalantun,48.0,122.7167,-0.56,72,6,8.37,CN,clear sky
454,Vila Velha,-20.3297,-40.2925,76.95,94,75,5.99,BR,broken clouds
455,Hamilton,39.1834,-84.5333,25.41,91,100,4.0,US,mist
456,Kisangani,0.5167,25.2,69.33,91,100,1.99,CD,overcast clouds
457,Empalme,27.9667,-110.8167,56.91,21,0,10.71,MX,clear sky
458,Lebedinyy,58.5167,125.5167,-11.47,92,100,4.7,RU,overcast clouds
459,Rocha,-34.4833,-54.3333,70.07,98,100,2.35,UY,overcast clouds
460,Tarauaca,-8.1614,-70.7656,72.37,99,98,2.46,BR,overcast clouds
461,Kulhudhuffushi,6.6221,73.07,80.53,70,34,8.46,MV,scattered clouds
462,Marawi,7.9986,124.2928,71.65,84,100,2.75,PH,moderate rain
463,Sisimiut,66.9395,-53.6735,11.52,75,79,33.26,GL,broken clouds
464,Nome,64.5011,-165.4064,6.87,52,0,32.21,US,clear sky
465,Tchibanga,-2.85,11.0333,70.14,99,100,1.68,GA,overcast clouds
466,Hounde,11.5,-3.5167,69.91,12,0,4.47,BF,clear sky
467,Kedrovyy,56.1667,91.8167,-5.39,95,100,4.74,RU,overcast clouds
468,Curuguaty,-24.4694,-55.6945,72.68,99,100,3.24,PY,heavy intensity rain
469,Voloshka,61.3314,40.0858,-16.65,100,100,0.89,RU,overcast clouds
470,Mitu,1.1983,-70.1733,71.42,98,57,0.27,CO,broken clouds
471,Presidencia Roque Saenz Pena,-26.7852,-60.4388,75.65,69,19,7.31,AR,few clouds
472,Jinji,23.2281,110.8261,48.88,67,9,6.44,CN,clear sky
473,Laguna,38.421,-121.4238,56.34,60,0,0.0,US,clear sky
474,Sinnamary,5.3833,-52.95,76.68,89,100,9.98,GF,light rain
475,Lebedyn,50.5852,34.4849,20.66,94,97,10.65,UA,overcast clouds
476,Kiama,-34.6833,150.8667,73.0,62,79,17.34,AU,broken clouds
477,Portland,45.5234,-122.6762,47.52,90,20,1.01,US,few clouds
478,Bodden Town,19.2833,-81.25,78.01,82,20,3.0,KY,few clouds
479,Haines Junction,60.7522,-137.5108,0.32,99,100,3.4,CA,light snow
480,Nuuk,64.1835,-51.7216,14.61,85,100,4.61,GL,light snow
481,Flinders,-34.5833,150.8552,72.81,59,77,15.99,AU,broken clouds
482,Ndola,-12.9587,28.6366,61.74,98,93,4.81,ZM,light rain
483,Tanuma,36.3667,139.5833,44.29,35,99,1.16,JP,overcast clouds
484,Saint Anthony,45.0205,-93.218,1.02,63,0,0.0,US,clear sky
485,Mitsamiouli,-11.3847,43.2844,82.0,76,100,9.8,KM,overcast clouds
486,Fortuna,40.5982,-124.1573,48.65,87,40,6.91,US,scattered clouds
487,Porec,45.2258,13.5939,47.44,75,100,10.83,HR,overcast clouds
488,Rafsanjan,30.4067,55.9939,49.3,18,0,3.4,IR,clear sky
489,Petatlan,17.5167,-101.2667,78.6,77,0,2.91,MX,clear sky
490,Mafinga,-7.25,35.0667,65.77,97,100,1.77,TZ,light rain
491,Pacific Grove,36.6177,-121.9166,58.62,81,0,1.01,US,clear sky
492,Bello,6.3373,-75.558,68.79,95,32,2.66,CO,scattered clouds
493,Port-Cartier,50.0334,-66.8654,5.76,73,100,7.85,CA,overcast clouds
494,Faya,18.3851,42.4509,50.52,58,10,3.53,SA,clear sky
495,Eskilstuna,59.3666,16.5077,35.8,97,100,14.0,SE,overcast clouds
496,Westport,41.1415,-73.3579,49.01,96,100,1.01,US,light rain
497,Sobolevo,54.4299,31.8996,6.37,99,92,6.8,RU,overcast clouds
498,Bud,39.447,-86.1758,21.85,91,100,17.11,US,light snow
499,Flin Flon,54.7682,-101.865,-17.39,96,42,5.32,CA,scattered clouds
500,Suslovo,56.2167,88.1167,9.32,95,100,5.79,RU,overcast clouds
501,Bengkulu,-3.8004,102.2655,78.3,83,98,3.15,ID,overcast clouds
502,Ulladulla,-35.35,150.4667,71.1,73,79,13.18,AU,broken clouds
503,Bilma,18.6853,12.9164,52.7,29,0,13.4,NE,clear sky
504,Parrita,9.5201,-84.3225,82.17,79,1,2.06,CR,clear sky
505,Aleksandrovskiy Zavod,50.9237,117.9374,-7.87,89,54,3.58,RU,broken clouds
506,Ormara,25.2088,64.6357,66.88,25,0,10.83,PK,clear sky
507,Buenos Aires,-34.6132,-58.3772,73.13,84,75,16.11,AR,broken clouds
508,Emba,48.8264,58.1442,19.35,81,99,11.25,KZ,overcast clouds
509,Foumban,5.7291,10.9001,66.74,57,90,1.34,CM,overcast clouds
510,Tamandare,-8.7597,-35.1047,78.82,76,83,8.25,BR,broken clouds
511,Ribnica,45.7386,14.7275,41.63,90,100,3.87,SI,overcast clouds
512,Naze,28.3667,129.4833,53.96,73,100,17.45,JP,overcast clouds
513,Ucluelet,48.9329,-125.5528,46.09,94,100,4.41,CA,overcast clouds
514,Abaza,52.655,90.0928,-1.14,94,20,4.47,RU,few clouds
515,Poso,-1.3959,120.7524,84.22,62,100,3.0,ID,overcast clouds
516,Nemuro,43.3236,145.575,25.47,63,15,15.08,JP,few clouds
517,Trairi,-3.2778,-39.2689,78.06,84,95,7.74,BR,overcast clouds
518,Gizo,-8.103,156.8419,81.52,78,100,11.34,SB,overcast clouds
519,Tombouctou,20.0,-3.0,62.33,12,0,10.18,ML,clear sky
520,Isfana,39.8386,69.5306,25.36,41,0,8.16,KG,clear sky
521,Voskresenskoye,56.8381,45.4317,9.45,98,100,4.47,RU,overcast clouds
522,Weinan,34.5036,109.5089,40.21,56,98,4.92,CN,overcast clouds
523,Nouakchott,18.0858,-15.9785,71.53,26,0,10.65,MR,clear sky
524,Mbandaka,0.0487,18.2603,70.65,76,98,4.88,CD,overcast clouds
525,Tarata,-17.6167,-66.0167,57.67,70,99,5.26,BO,overcast clouds
526,Pittsburg,38.028,-121.8847,58.17,53,0,0.0,US,clear sky
527,Fayaoue,-20.65,166.5333,80.37,84,100,9.04,NC,light rain
528,Kavieng,-2.5744,150.7967,82.87,73,98,4.99,PG,overcast clouds
529,Vallenar,-28.5708,-70.7581,66.9,58,0,3.62,CL,clear sky
530,Polis,35.0367,32.4264,49.82,93,100,4.47,CY,overcast clouds
531,Rongcheng,30.634,117.8517,38.98,89,100,2.13,CN,overcast clouds
532,Paamiut,61.994,-49.6678,19.4,95,100,10.04,GL,snow
533,Montepuez,-13.1256,38.9997,69.12,95,100,3.38,MZ,overcast clouds
534,Luanda,-8.8368,13.2343,75.61,79,100,7.78,AO,overcast clouds
535,Sigli,5.3848,95.9609,81.01,73,35,2.84,ID,scattered clouds
536,Teya,60.3778,92.6267,10.94,94,100,6.2,RU,overcast clouds
537,Labrea,-7.2586,-64.7981,72.75,99,90,1.99,BR,overcast clouds
538,Graaff-Reinet,-32.2522,24.5308,60.93,83,100,7.05,ZA,light rain
539,Basco,20.4487,121.9702,75.78,75,68,17.76,PH,broken clouds
540,Khani,41.9563,42.9566,29.77,74,100,7.34,GE,overcast clouds
541,Kalanguy,51.0167,116.5167,-7.02,86,12,2.53,RU,few clouds
542,Abu Samrah,35.3029,37.1841,43.83,88,98,7.4,SY,overcast clouds
543,Siddipet,18.1,78.85,64.13,48,7,6.11,IN,clear sky
544,Belmonte,-15.8631,-38.8828,79.3,81,92,6.46,BR,overcast clouds
545,Raga,8.4596,25.678,72.64,21,100,4.03,SS,overcast clouds
546,Acarau,-2.8856,-40.12,78.8,83,81,12.39,BR,broken clouds
547,Erzincan,39.75,39.5,31.3,93,75,1.14,TR,broken clouds
548,Artyom,40.4723,50.333,33.94,67,67,8.25,AZ,broken clouds
549,Bilibino,68.0546,166.4372,-3.51,68,0,3.67,RU,clear sky
550,Dunaharaszti,47.3545,19.0982,37.85,72,0,3.44,HU,clear sky
551,Karlskrona,56.1616,15.5866,39.65,99,100,7.72,SE,overcast clouds
552,Zhanakorgan,43.9098,67.2495,25.83,74,12,5.53,KZ,few clouds
553,Coahuayana,18.7333,-103.6833,78.28,78,7,0.13,MX,clear sky
554,Beian,63.6559,9.5683,37.49,65,75,19.57,NO,moderate rain
555,Vanimo,-2.6741,141.3028,83.44,70,52,3.36,PG,broken clouds
556,Umarkot,25.3616,69.7362,57.79,36,0,8.01,PK,clear sky
557,San Andres,12.5847,-81.7006,80.62,78,20,9.22,CO,few clouds
558,Petropavlovsk-Kamchatskiy,53.0452,158.6483,30.79,43,75,11.18,RU,broken clouds
559,Romitan,39.9343,64.3814,33.75,80,18,9.22,UZ,few clouds
560,Marseille,43.3333,5.5,45.95,90,100,3.62,FR,overcast clouds
561,Ahipara,-35.1667,173.1667,77.4,69,88,14.43,NZ,overcast clouds
562,Comodoro Rivadavia,-45.8667,-67.5,60.66,88,40,0.0,AR,scattered clouds
563,Saint-Leu,-21.15,55.2833,79.63,86,100,8.34,RE,light rain
564,Tahe,52.3333,124.7333,1.13,65,65,11.81,CN,broken clouds
565,Lasa,46.6166,10.7002,32.29,64,52,3.38,IT,broken clouds
566,Aswan,24.0934,32.907,53.13,35,0,8.66,EG,clear sky
567,Nakonde,-9.3421,32.745,60.49,98,100,2.48,ZM,light rain
568,Juneau,58.3019,-134.4197,28.4,88,100,8.05,US,snow
569,La Palma,33.8464,-118.0467,64.42,54,0,1.99,US,clear sky
570,Pimentel,-6.8367,-79.9342,70.7,82,89,12.59,PE,overcast clouds
571,Paita,-5.0892,-81.1144,72.09,81,41,15.26,PE,scattered clouds
572,Beachwood,41.4645,-81.5087,22.35,93,100,7.0,US,snow
573,Oyama,36.3,139.8,44.89,34,99,1.83,JP,overcast clouds
574,Charlestown,-32.95,151.6667,74.5,76,19,1.99,AU,light rain
575,Inhambane,-23.865,35.3833,76.17,86,2,2.48,MZ,clear sky
576,Achacachi,-16.05,-68.6833,44.49,86,96,7.61,BO,overcast clouds
577,Asau,46.4333,26.4,20.32,90,23,5.91,RO,few clouds
578,Ziyang,29.2497,117.8547,39.92,91,100,1.21,CN,overcast clouds
579,Russell,32.3502,-85.1999,69.08,88,100,14.97,US,heavy intensity rain
580,Lata,40.1629,-8.3327,48.07,95,98,1.28,PT,overcast clouds
581,Pangody,65.85,74.4859,7.77,96,96,6.2,RU,overcast clouds
582,Moyale,3.5167,39.0584,70.59,41,100,8.5,KE,overcast clouds
583,Waterloo,43.4668,-80.5164,14.65,89,100,7.0,CA,overcast clouds
584,Carupano,10.6678,-63.2585,75.36,85,1,12.68,VE,clear sky
585,Beya,53.0533,90.9139,-2.9,94,23,3.76,RU,few clouds
586,Andenes,69.3143,16.1194,22.98,63,100,31.07,NO,overcast clouds
587,Quatre Cocos,-20.2078,57.7625,80.1,89,100,20.94,MU,light rain
588,Den Helder,52.9599,4.7593,48.18,89,100,17.0,NL,overcast clouds
589,Hovd,48.0056,91.6419,-9.69,81,23,3.89,MN,few clouds
590,Uni,57.7535,51.4923,10.42,96,100,6.29,RU,overcast clouds
591,Anadyr,64.75,177.4833,14.5,52,12,26.84,RU,few clouds
592,Binzhou,37.3667,118.0167,35.28,32,30,11.72,CN,scattered clouds
593,Mishan,45.55,131.8833,4.42,80,43,13.53,CN,scattered clouds
594,La Asuncion,11.0333,-63.8628,78.53,78,1,16.11,VE,clear sky
595,San Cristobal,7.7669,-72.225,73.58,64,85,1.43,VE,overcast clouds
596,Kondopoga,62.2057,34.2614,1.08,100,100,1.54,RU,overcast clouds
597,Phan Thiet,10.9333,108.1,82.9,59,48,9.71,VN,scattered clouds
598,Mogadishu,2.0371,45.3438,75.9,79,5,19.55,SO,clear sky
599,Archidona,37.0965,-4.3887,56.37,54,13,3.71,ES,few clouds
600,Chongwe,-15.3292,28.682,64.65,97,100,2.77,ZM,light rain
601,Filingue,14.3521,3.3168,63.14,15,0,13.13,NE,clear sky
602,Slantsy,59.1182,28.0914,1.72,100,100,3.06,RU,overcast clouds
603,Salalah,17.0151,54.0924,68.09,83,0,1.14,OM,clear sky
604,Biak,-0.9131,122.8766,83.44,61,100,0.81,ID,overcast clouds
605,Urumqi,43.801,87.6005,-4.85,84,100,0.0,CN,fog
606,Dawei,14.0833,98.2,77.63,74,20,2.35,MM,few clouds
607,Suba,10.8438,121.0102,79.88,83,85,25.88,PH,overcast clouds
608,Surenavan,39.75,44.8,36.77,86,49,3.4,AM,scattered clouds
609,Barendrecht,51.85,4.5333,47.07,77,100,5.01,NL,overcast clouds
610,Bac Lieu,9.285,105.7244,82.63,67,24,23.71,VN,few clouds
611,Antofagasta,-23.65,-70.4,65.48,78,6,5.68,CL,clear sky
612,Villarrobledo,39.2699,-2.6012,45.79,66,94,8.08,ES,overcast clouds
613,Qaqortoq,60.7167,-46.0333,27.1,96,100,10.92,GL,snow
614,Lubumbashi,-11.6609,27.4794,63.05,97,100,6.91,CD,light rain
615,Sarandi,-23.4436,-51.8739,69.91,95,100,4.59,BR,overcast clouds
616,Channel-Port Aux Basques,47.5702,-59.1367,32.25,99,100,11.1,CA,snow
617,Inirida,3.8653,-67.9239,73.35,90,47,1.39,CO,scattered clouds
618,Bria,6.5423,21.9863,71.06,24,97,4.41,CF,overcast clouds
619,Leme,-22.1856,-47.3903,73.26,95,98,1.5,BR,overcast clouds
620,Sola,-13.8833,167.55,79.57,83,100,8.32,VU,light rain
621,Tres Arroyos,-38.3739,-60.2798,65.73,83,23,5.46,AR,few clouds
622,Kaoma,-14.7833,24.8,62.78,99,100,4.34,ZM,overcast clouds
623,Ocos,14.5094,-92.1933,81.32,68,39,7.02,GT,scattered clouds
624,Druzhba,52.0428,33.9453,19.04,96,93,9.51,UA,overcast clouds
625,Merauke,-8.4667,140.3333,84.63,72,100,11.9,ID,overcast clouds
626,Bijie,27.3125,105.2942,33.19,95,100,4.97,CN,light snow
627,Mayumba,-3.432,10.6554,75.22,89,100,2.82,GA,overcast clouds
628,Kaka,37.3482,59.6143,46.72,37,100,6.46,TM,overcast clouds
629,Mount Vernon,40.9126,-73.8371,48.61,96,100,8.05,US,light rain
630,Setermoen,68.861,18.3486,13.96,87,100,12.8,NO,overcast clouds
631,Assiniboia,49.6334,-105.9845,-9.58,77,100,13.8,CA,overcast clouds
632,Buala,-8.145,159.5921,75.88,91,100,6.55,SB,moderate rain
633,West Bay,19.3667,-81.4167,78.08,88,20,1.99,KY,few clouds
634,Tazmalt,36.3868,4.3989,54.61,40,100,6.62,DZ,overcast clouds
635,Raudeberg,61.9875,5.1352,38.07,93,100,11.01,NO,light rain
636,Berezovyy,51.6667,135.7,1.94,87,100,0.43,RU,overcast clouds
637,Santa Maria,-29.6842,-53.8069,69.49,97,100,6.33,BR,overcast clouds
638,Golesti,45.6667,27.1333,28.26,76,4,3.29,RO,clear sky
639,Mancio Lima,-7.6142,-72.8958,72.39,95,66,2.75,BR,broken clouds
640,Erenhot,43.6475,111.9767,0.88,85,12,5.46,CN,few clouds
641,Yarovoye,52.9273,78.58,2.55,95,16,8.7,RU,few clouds
642,Ayagoz,47.9714,80.4392,-11.96,95,97,6.13,KZ,overcast clouds
643,Ponoka,52.6768,-113.5815,0.68,97,100,5.86,CA,light snow
644,Sajobabony,48.1667,20.7333,30.96,72,100,1.66,HU,overcast clouds
645,Borogontsy,62.6683,131.1683,-19.59,97,100,4.09,RU,overcast clouds
646,Teguise,29.0605,-13.564,64.62,68,0,9.22,ES,clear sky
647,Tiarei,-17.5333,-149.3333,87.82,76,22,15.84,PF,few clouds
648,Boa Vista,2.8197,-60.6733,82.38,61,0,11.5,BR,clear sky
649,Gravdal,68.1214,13.5031,24.96,65,100,36.57,NO,overcast clouds
650,Hambantota,6.1241,81.1185,74.61,82,0,5.97,LK,clear sky
651,Lere,10.387,8.5726,61.9,16,0,7.43,NG,clear sky
652,Xining,36.6167,101.7667,14.43,51,100,1.59,CN,overcast clouds
653,Kushima,31.4583,131.2333,50.04,45,11,7.83,JP,few clouds
654,Shemysheyka,52.892,45.3928,31.62,100,100,6.02,RU,snow
655,Dzhankoy,45.7167,34.4,31.71,90,100,12.82,UA,overcast clouds
656,Shu,43.5983,73.7614,28.71,85,5,2.24,KZ,clear sky
657,Gogrial,8.5332,28.1004,75.9,23,92,4.16,SS,overcast clouds
658,Ngunguru,-35.6167,174.5,77.16,81,29,13.78,NZ,scattered clouds
659,Ambilobe,-13.2,49.05,75.09,93,98,6.26,MG,light rain
660,Xapuri,-10.6517,-68.5044,73.36,98,100,2.89,BR,light rain
661,Valparaiso,-33.0393,-71.6273,67.48,72,0,0.0,CL,clear sky
662,Huanren,41.2647,125.3667,11.3,54,4,5.06,CN,clear sky
663,Am Timan,11.0297,20.2827,70.84,11,14,9.93,TD,few clouds
664,Ulaanbaatar,47.9077,106.8832,-11.07,70,0,0.0,MN,clear sky
665,Biltine,14.5333,20.9167,63.1,13,4,12.15,TD,clear sky
666,Grand Gaube,-20.0064,57.6608,81.0,84,100,10.0,MU,overcast clouds
667,Qasigiannguit,68.8193,-51.1922,19.65,94,100,10.98,GL,snow
668,Otane,-39.8833,176.6333,92.39,24,1,8.97,NZ,clear sky
669,Pizarro,4.9533,-77.366,76.08,91,86,2.71,CO,moderate rain
670,Sorong,-0.8833,131.25,84.27,72,78,8.66,ID,broken clouds
671,Rio Grande City,26.3798,-98.8203,40.89,57,99,18.43,US,overcast clouds
672,El Tigre,8.8875,-64.2454,78.04,61,39,13.62,VE,scattered clouds
673,Djibo,14.1022,-1.6306,67.01,14,3,9.8,BF,clear sky
674,Ossora,59.2353,163.0719,15.06,81,100,9.91,RU,overcast clouds
675,Sibolga,1.7427,98.7792,79.65,77,49,1.14,ID,scattered clouds
676,Conde,-7.2597,-34.9075,80.06,83,40,6.91,BR,scattered clouds
677,Hailey,43.5196,-114.3153,10.26,72,0,3.44,US,clear sky
678,Dumai,1.6833,101.45,80.49,83,71,5.99,ID,broken clouds
679,Byron Bay,-28.65,153.6167,78.87,84,78,20.65,AU,light rain
680,Portalegre,39.2938,-7.4312,42.93,82,93,2.04,PT,overcast clouds
681,Chinsali,-10.5414,32.0816,62.98,99,100,3.83,ZM,light rain
682,Rawson,-43.3002,-65.1023,67.84,61,100,5.88,AR,light rain
683,Zunyi,27.6867,106.9072,39.4,74,73,3.09,CN,broken clouds
