City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Tura,IN,2022-02-02 22:59:52,25.5198,90.2201,58.93,54,80,2.75
261,Gamboma,CG,2022-02-02 23:01:39,-1.8764,15.8644,74.61,84,100,1.83
262,Yulara,AU,2022-02-02 23:01:39,-25.2406,130.9889,66.61,63,100,18.75
263,San Cristobal,VE,2022-02-02 23:01:39,7.7669,-72.225,74.91,41,21,3.22
264,Maralal,KE,2022-02-02 23:01:40,1.0968,36.698,59.13,74,97,3.09
265,Rodas,CU,2022-02-02 23:01:40,22.3408,-80.5572,77.61,62,72,13.31
266,Trinidad,BO,2022-02-02 23:01:41,-14.8333,-64.9,75.76,94,63,4.43
267,Maku,IR,2022-02-02 23:01:41,39.2911,44.4521,23.67,76,100,5.93
268,Yumen,CN,2022-02-02 23:00:49,40.2833,97.2,20.8,37,100,10.2
269,Thunder Bay,CA,2022-02-02 22:57:31,48.4001,-89.3168,1.38,48,0,14.97
270,Bayan,CN,2022-02-02 23:01:42,46.0833,127.4,-6.21,99,99,4.03
271,Karratha,AU,2022-02-02 23:01:42,-20.7377,116.8463,81.97,71,100,5.44
272,Burgersdorp,ZA,2022-02-02 23:01:43,-30.9977,26.3286,68.27,80,60,7.72
273,Parati,BR,2022-02-02 23:01:44,-23.2178,-44.7131,73.8,97,100,2.3
274,Kiomboi,TZ,2022-02-02 23:01:44,-4.2667,34.3667,60.91,75,100,3.04
275,Abu Samrah,SY,2022-02-02 23:01:45,35.3029,37.1841,48.42,55,92,11.23
276,Kisangani,CD,2022-02-02 23:02:45,0.5167,25.2,73.9,68,100,2.15
277,Porto Santo,PT,2022-02-02 23:02:46,33.072,-16.3415,65.3,94,40,10.36
278,Coruche,PT,2022-02-02 23:02:46,38.9595,-8.5252,56.44,66,100,3.13
279,Talnakh,RU,2022-02-02 23:02:47,69.4865,88.3972,-7.55,99,93,6.22
280,Kamphaeng Phet,TH,2022-02-02 23:02:47,16.25,99.5,71.76,53,33,3.22
281,Moncton,CA,2022-02-02 23:00:14,46.1159,-64.8019,34.59,89,99,11.03
282,Airai,TL,2022-02-02 23:02:48,-8.9266,125.4092,62.89,85,100,2.77
283,Vostochnyy,RU,2022-02-02 23:02:49,55.8167,37.8667,23.18,99,100,3.58
284,Sundarnagar,IN,2022-02-02 23:02:49,31.5333,76.8833,48.81,78,97,4.79
285,Cleveland,US,2022-02-02 22:58:47,41.4995,-81.6954,41.02,92,100,12.66
286,Wilmington,US,2022-02-02 23:01:56,34.2257,-77.9447,55.9,79,100,4.61
287,Portland,US,2022-02-02 22:58:51,45.5234,-122.6762,46.62,92,100,1.01
288,Tevriz,RU,2022-02-02 23:01:47,57.509,72.4042,21.13,94,100,7.58
289,Yangjiang,CN,2022-02-02 23:02:52,21.85,111.9667,53.94,89,100,8.63
290,Pisco,PE,2022-02-02 22:57:59,-13.7,-76.2167,77.05,57,0,20.71
291,Nyurba,RU,2022-02-02 23:02:54,63.2842,118.3319,-34.6,100,85,2.71
292,Dryden,CA,2022-02-02 23:02:54,49.7833,-92.7503,-9.11,64,40,9.22
293,Aykhal,RU,2022-02-02 23:02:55,66.0,111.5,-21.01,100,5,3.38
